stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
"par_4_44","44","DELICIAS","",40.399900000000000,-3.694200000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",2
"par_4_45","45","PALOS DE LA FRONTERA","",40.403070000000000,-3.694230000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",2
"par_4_46","46","EMBAJADORES","",40.405130000000000,-3.702680000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",2
"par_4_47","47","LAVAPIES","",40.408510000000000,-3.700900000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",2
"par_4_48","48","SOL","",40.416820000000000,-3.703260000000000,"A","http://www.crtm.es",0,"est_90_58",,1
"par_4_49","49","CALLAO","",40.420140000000000,-3.705660000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",2
"par_4_5","5","ALVARADO","",40.450330000000000,-3.703310000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",0
"par_4_50","50","PLAZA DE ESPAÑA","",40.423420000000000,-3.711200000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",2
"par_4_51","51","VENTURA RODRIGUEZ","",40.427090000000000,-3.713410000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",2
"par_4_52","52","ARGÜELLES","",40.430660000000000,-3.715960000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",0
"par_4_53","53","MONCLOA","",40.435020000000000,-3.719450000000000,"A","http://www.crtm.es",0,"est_90_14",,2
"par_4_54","54","ARGÜELLES","",40.430600000000000,-3.715960000000000,"A","http://www.crtm.es",0,"est_4_52",,0
"par_4_55","55","SAN BERNARDO","",40.429660000000000,-3.705670000000000,"A","http://www.crtm.es",0,"est_4_39",,0
"par_4_56","56","BILBAO","",40.428850000000000,-3.701140000000000,"A","http://www.crtm.es",0,"est_4_9",,0
"par_4_57","57","ALONSO MARTINEZ","",40.427720000000000,-3.695940000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",0
"par_4_58","58","COLON","",40.425420000000000,-3.691010000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",0
"par_4_59","59","SERRANO","",40.425430000000000,-3.686630000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",0
"par_4_6","6","CUATRO CAMINOS","",40.446970000000000,-3.703970000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",2
"par_4_60","60","VELAZQUEZ","",40.425030000000000,-3.682920000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",0
"par_4_61","61","GOYA","",40.424810000000000,-3.676850000000000,"A","http://www.crtm.es",0,"est_4_30",,2
"par_4_62","62","LISTA","",40.429170000000000,-3.675410000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",0
"par_4_63","63","DIEGO DE LEON","",40.434680000000000,-3.674950000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",0
"par_4_64","64","AVENIDA DE AMERICA","",40.438030000000000,-3.676640000000000,"A","http://www.crtm.es",0,"est_90_4",,0
"par_4_65","65","PROSPERIDAD","",40.444190000000000,-3.674820000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",0
"par_4_66","66","ALFONSO XIII","",40.448250000000000,-3.667910000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",0
"par_4_67","67","AVENIDA DE LA PAZ","",40.453540000000000,-3.661180000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",0
"par_4_68","68","ARTURO SORIA","",40.455830000000000,-3.656180000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",0
"par_4_69","69","ESPERANZA","",40.459450000000000,-3.645820000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",0
"par_4_7","7","RIOS ROSAS","",40.441980000000000,-3.701330000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",0
"par_4_70","70","CANILLAS","",40.463810000000000,-3.635600000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",2
"par_4_71","71","MAR DE CRISTAL","",40.469430000000000,-3.638320000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",2
"par_4_72","72","SAN LORENZO","",40.474470000000000,-3.639580000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",2
"par_4_73","73","PARQUE DE SANTA MARIA","",40.477110000000000,-3.645240000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",2
"par_4_74","74","CANILLEJAS","",40.449420000000000,-3.608160000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",0
"par_4_75","75","TORRE ARIAS","",40.443740000000000,-3.616990000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",0
"par_4_76","76","SUANZES","",40.440850000000000,-3.626840000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",0
"par_4_77","77","CIUDAD LINEAL","",40.438050000000000,-3.638160000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",0
"par_4_78","78","PUEBLO NUEVO","",40.435690000000000,-3.642820000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",0
"par_4_79","79","QUINTANA","",40.433580000000000,-3.647360000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",0
"par_4_8","8","IGLESIA","",40.434920000000000,-3.698980000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",2
"par_4_80","80","EL CARMEN","",40.431890000000000,-3.657570000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",0
"par_4_81","81","VENTAS","",40.430880000000000,-3.663610000000000,"A","http://www.crtm.es",0,"est_4_28",,0
"par_4_82","82","DIEGO DE LEON","",40.432350000000000,-3.674260000000000,"A","http://www.crtm.es",0,"est_4_63",,0
"par_4_83","83","NUÑEZ DE BALBOA","",40.432780000000000,-3.682580000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",0
"par_4_84","84","RUBEN DARIO","",40.433160000000000,-3.689540000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",0
"par_4_85","85","ALONSO MARTINEZ","",40.428280000000000,-3.695020000000000,"A","http://www.crtm.es",0,"est_4_57",,0
"par_4_86","86","CHUECA","",40.422930000000000,-3.697620000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",0
"par_4_87","87","GRAN VIA","",40.419990000000000,-3.701800000000000,"A","http://www.crtm.es",0,"est_4_11",,0
"par_4_88","88","CALLAO","",40.420080000000000,-3.705660000000000,"A","http://www.crtm.es",0,"est_4_49",,2
"par_4_89","89","OPERA","",40.418090000000000,-3.709350000000000,"A","http://www.crtm.es",0,"est_4_36",,0
"par_4_9","9","BILBAO","",40.429060000000000,-3.702180000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",0
"par_4_90","90","LA LATINA","",40.411280000000000,-3.708160000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",0
"par_4_91","91","PUERTA DE TOLEDO","",40.407040000000000,-3.711050000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",0
"par_4_92","92","ACACIAS","",40.403870000000000,-3.706640000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",0
"par_4_93","93","PIRAMIDES","",40.402600000000000,-3.711380000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",2
"par_4_94","94","MARQUES DE VADILLO","",40.397360000000000,-3.715960000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",0
"par_4_95","95","URGEL","",40.393350000000000,-3.723600000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",0
"par_4_96","96","OPORTO","",40.388460000000000,-3.731320000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",0
"par_4_97","97","VISTA ALEGRE","",40.388850000000000,-3.739820000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",0
"par_4_98","98","CARABANCHEL","",40.387830000000000,-3.744870000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",0
"par_4_99","99","EUGENIA DE MONTIJO","",40.384390000000000,-3.751210000000000,"A","http://www.crtm.es",0,,"Europe/Madrid",2
